Bank_Balance,Investment_Amount,Expenses,Transactions,Company_Name,Successful_Investment,Failed_Investment
1480333,52671,343452,82,SBI,1,0
1430077,122592,10520,54,TCS,1,0
627887,120231,386454,18,Infosys,1,0
855926,237713,211888,10,SBI,1,0
1261784,90439,177853,38,HUL,1,0
910033,102860,429439,8,HUL,1,0
1513170,473335,421293,54,Maruti,1,0
1771306,237176,391567,62,ICICI,1,0
1768421,415197,118700,84,HDFC,1,0
243837,451861,154708,33,Bajaj,0,1
953818,385905,408728,69,SBI,1,0
837514,380730,251792,35,Infosys,1,0
562481,268833,316821,62,Infosys,1,0
458147,323790,132293,73,Reliance,1,0
1854499,415657,32344,84,Reliance,1,0
328783,2960,193572,20,Maruti,1,0
1307925,14303,74079,14,ICICI,1,0
1267693,117639,97208,79,TCS,1,0
1988586,238586,222680,89,Bajaj,1,0
1864674,122629,208024,49,HUL,1,0
1352226,363608,166026,62,HUL,1,0
1504693,378189,441542,64,Maruti,1,0
1167796,325137,471904,36,Wipro,1,0
1326953,314310,21831,81,Bajaj,1,0
1897869,393331,363956,65,TCS,1,0
451400,172572,414317,33,Maruti,1,0
425758,438411,130525,7,Reliance,0,1
1961808,493439,170499,88,Bajaj,1,0
292511,351280,427398,94,HUL,0,1
310860,259454,186271,51,Bajaj,1,0
447865,94930,49973,82,HDFC,1,0
66787,144368,203344,32,HDFC,0,1
1676579,434836,259692,56,Infosys,1,0
486598,186115,224460,66,SBI,1,0
657690,467677,183378,96,Wipro,1,0
815383,117918,235827,31,Reliance,1,0
1229027,130831,482125,76,HUL,1,0
804640,156240,426503,15,TCS,1,0
571516,391571,121706,64,HDFC,1,0
218733,493998,420417,5,Wipro,0,1
790776,417565,30326,21,Reliance,1,0
75881,236957,179571,8,HDFC,0,1
1676596,448704,142714,15,Maruti,1,0
1702810,400221,96730,89,HUL,1,0
1584105,220713,424279,51,HUL,1,0
806368,268871,115824,22,Maruti,1,0
708789,265435,54505,49,ICICI,1,0
800564,64878,358715,67,ICICI,1,0
46790,192335,29244,49,SBI,0,1
1167638,192622,280632,100,TCS,1,0
1206603,428066,247740,60,Infosys,1,0
393264,407078,394497,93,SBI,0,1
427617,41149,198400,70,HUL,1,0
1032386,367914,405324,18,Wipro,1,0
37255,377462,334638,42,Infosys,0,1
636350,15297,195331,75,HDFC,1,0
1550368,475221,182245,83,ICICI,1,0
1946005,442383,288650,78,Infosys,1,0
972132,442737,209182,85,Bajaj,1,0
1797204,364192,483030,67,Bajaj,1,0
1714777,134535,32506,79,Infosys,1,0
1142742,185489,464311,68,Wipro,1,0
848217,469570,23645,10,ICICI,1,0
397991,257857,274488,56,TCS,1,0
1922186,442306,106379,34,HUL,1,0
476564,351099,478580,91,Wipro,0,1
1524378,134057,157173,12,Wipro,1,0
597107,288332,11170,42,Bajaj,1,0
967863,493593,127816,2,TCS,1,0
32471,284525,346870,9,ICICI,0,1
1619148,375355,163688,86,Maruti,1,0
720682,38223,378437,13,TCS,1,0
107047,150489,374061,85,Bajaj,0,1
311594,352130,419940,11,HDFC,0,1
1744206,169465,193550,46,ICICI,1,0
1411067,275230,45826,54,Bajaj,1,0
447972,464129,461190,19,Infosys,0,1
1696263,165571,56636,36,TCS,1,0
1017038,425606,377444,15,SBI,1,0
1408615,302184,133473,4,Wipro,1,0
1512479,356483,123987,4,Maruti,1,0
186982,340329,82809,32,TCS,0,1
643209,154245,152448,31,Maruti,1,0
1911656,420210,190612,88,Infosys,1,0
1509436,451858,258657,33,Maruti,1,0
601106,199449,375276,6,Wipro,1,0
1177460,439918,189717,62,Reliance,1,0
662046,164500,297523,94,TCS,1,0
139471,364177,219953,62,Maruti,0,1
894877,156743,102413,92,Reliance,1,0
1524302,375706,58780,67,Infosys,1,0
1725411,459336,456111,28,Wipro,1,0
145108,235769,61552,69,Bajaj,0,1
456410,16631,217411,35,Wipro,1,0
83498,316492,133001,56,HDFC,0,1
1998247,205689,276544,36,ICICI,1,0
977760,175169,93081,73,ICICI,1,0
189522,330521,212669,61,Maruti,0,1
676559,412509,90500,72,Infosys,1,0
1647606,403250,49382,64,Maruti,1,0
535563,83306,32180,56,Maruti,1,0
682060,62377,374681,10,SBI,1,0
1368412,182643,263149,38,SBI,1,0
1567189,11440,64420,78,Wipro,1,0
862175,63866,433779,99,Reliance,1,0
227754,161877,52564,100,Infosys,1,0
550830,277518,438264,50,Maruti,1,0
121398,409573,367910,70,SBI,0,1
292469,491991,388623,44,TCS,0,1
1725153,331047,43065,20,Wipro,1,0
1870125,182454,310885,75,HUL,1,0
1827372,183239,42792,54,HDFC,1,0
1414307,220362,208068,17,ICICI,1,0
545675,453685,251804,54,TCS,1,0
1751037,127743,32129,40,Reliance,1,0
774698,406106,458661,54,HUL,1,0
1748817,204840,155293,56,HUL,1,0
1027188,88768,151105,96,SBI,1,0
1268729,125175,282937,89,Bajaj,1,0
1855925,166070,412608,21,Maruti,1,0
1705165,61898,204285,50,Maruti,1,0
824051,280103,40424,93,Reliance,1,0
420472,162406,30946,2,Infosys,1,0
223277,117520,475551,62,Reliance,0,1
1823872,377192,165274,42,Wipro,1,0
310369,362588,3558,74,Reliance,0,1
1514484,160248,220196,12,SBI,1,0
854198,136631,342222,52,Maruti,1,0
1811103,311213,268692,88,TCS,1,0
240264,135072,302367,73,SBI,0,1
67698,179799,34566,97,Maruti,0,1
595165,48029,264191,82,Bajaj,1,0
825072,292824,483895,34,HUL,1,0
90085,265674,141343,26,SBI,0,1
280919,453518,75822,1,SBI,0,1
677944,375341,160478,24,Bajaj,1,0
1451365,136293,421029,52,Infosys,1,0
338067,440894,389732,43,HDFC,0,1
1929998,119219,111626,42,Bajaj,1,0
1822596,469156,115463,25,Reliance,1,0
747812,390175,321440,94,ICICI,1,0
521990,210760,353041,76,Wipro,1,0
1909248,43562,61981,4,Wipro,1,0
1125138,227864,411851,51,ICICI,1,0
1086266,30783,357823,43,Wipro,1,0
514406,353585,252641,40,Bajaj,1,0
43397,23005,148580,29,HUL,0,1
461203,33081,191478,40,TCS,1,0
819763,27821,67485,64,Infosys,1,0
1499556,495632,167981,55,Reliance,1,0
1413504,319927,29562,38,HUL,1,0
905834,357883,1457,65,Infosys,1,0
14037,403258,65523,90,Wipro,0,1
883715,317812,391469,36,Maruti,1,0
911848,82881,86722,6,Bajaj,1,0
653447,275630,229076,43,ICICI,1,0
43541,54313,25838,41,Infosys,0,1
1642949,237972,135387,15,Bajaj,1,0
1379157,326973,488280,52,SBI,1,0
1158520,459140,256705,77,Reliance,1,0
1036447,333340,66319,85,Wipro,1,0
543919,446436,188539,10,SBI,1,0
1974729,183488,152742,12,TCS,1,0
1904818,207788,333638,66,ICICI,1,0
1644666,484798,110435,65,SBI,1,0
767880,37016,270836,32,Bajaj,1,0
579231,102596,183031,32,ICICI,1,0
1932413,146887,34472,97,HDFC,1,0
1584275,194887,494627,51,ICICI,1,0
1222778,121506,27921,52,Maruti,1,0
685483,37846,331874,77,Infosys,1,0
815888,350732,416101,49,HDFC,1,0
1013112,415650,381199,55,Infosys,1,0
842465,171743,183657,48,TCS,1,0
1469700,112722,483783,28,Bajaj,1,0
1087343,136949,266968,30,HUL,1,0
711525,403002,216334,54,Maruti,1,0
1979941,33164,176981,64,ICICI,1,0
1187569,112672,176324,51,Infosys,1,0
821114,414224,163450,65,HUL,1,0
1928887,307678,96134,16,Infosys,1,0
1376994,427435,381076,32,Reliance,1,0
1346961,496160,71493,81,HDFC,1,0
1464006,426685,465050,23,Reliance,1,0
185070,72098,110585,98,SBI,1,0
1195409,296634,121177,42,SBI,1,0
1033681,45643,5714,59,HUL,1,0
205662,381239,129953,43,ICICI,0,1
459381,58194,298505,40,Infosys,1,0
235457,133153,462769,75,TCS,0,1
1901566,495586,275341,46,ICICI,1,0
1779399,336345,43790,86,ICICI,1,0
685602,263374,456179,45,HUL,1,0
302170,326381,451387,42,Reliance,0,1
796831,283459,218108,74,SBI,1,0
1415980,343552,41823,35,TCS,1,0
343532,218648,164807,71,Infosys,1,0
823050,20159,185251,7,ICICI,1,0
348520,305743,29103,13,Reliance,1,0
1618308,28732,140424,53,Maruti,1,0
1594157,471818,186182,49,TCS,1,0
128764,320009,193090,81,Maruti,0,1
813379,393165,253593,86,HDFC,1,0
1300648,113722,307465,43,TCS,1,0
1116874,471974,63467,94,ICICI,1,0
1385501,331896,120368,95,ICICI,1,0
31013,240861,306547,66,Bajaj,0,1
1984686,250749,331677,94,TCS,1,0
1443454,344737,236270,3,SBI,1,0
1694463,386108,404679,83,HDFC,1,0
422143,187707,267615,88,HUL,1,0
722410,370959,483954,88,Infosys,1,0
520847,100889,287246,92,Wipro,1,0
1229056,52467,369913,30,Maruti,1,0
618019,15904,402401,57,HDFC,1,0
1440982,67959,134980,1,Reliance,1,0
980339,163188,260831,1,Infosys,1,0
1864756,8526,485826,29,Wipro,1,0
401188,475533,4665,79,Maruti,0,1
236868,447042,157535,64,ICICI,0,1
1219872,486436,226973,47,Maruti,1,0
1098066,289782,392300,54,HDFC,1,0
1046296,405677,33782,59,Maruti,1,0
855278,267340,201328,53,ICICI,1,0
579243,273442,247397,62,Wipro,1,0
1579744,22363,22935,26,ICICI,1,0
1879296,394021,402312,99,TCS,1,0
1506487,53386,130297,94,Reliance,1,0
366664,86263,160656,12,Infosys,1,0
256147,221044,242734,18,Wipro,1,0
1865695,196262,229199,92,Maruti,1,0
39562,270425,350616,30,HDFC,0,1
1113785,74203,389591,60,Maruti,1,0
1797774,288276,125471,57,TCS,1,0
764329,84930,196852,52,Bajaj,1,0
1155170,31285,75401,49,Reliance,1,0
409649,175111,310651,66,Infosys,1,0
1210775,112714,214004,19,Bajaj,1,0
1327226,136349,245132,91,Infosys,1,0
1651970,37620,337923,37,HDFC,1,0
1642433,203168,452232,66,Infosys,1,0
1631952,484439,128629,19,Bajaj,1,0
322952,417239,68843,58,Bajaj,0,1
230088,299328,134627,62,Bajaj,0,1
75985,23124,182859,15,Infosys,0,1
1528170,342466,364545,21,HUL,1,0
241277,36618,357308,80,ICICI,0,1
1733669,373145,19646,41,Maruti,1,0
1936520,200376,338497,57,Maruti,1,0
88963,286384,110320,16,Bajaj,0,1
622746,237836,435858,79,Maruti,1,0
1481273,299957,147389,56,Infosys,1,0
86884,49717,364586,97,SBI,0,1
356045,7787,18440,64,Bajaj,1,0
1224196,489314,171224,68,TCS,1,0
1329988,415348,4808,65,HUL,1,0
1923319,92888,70698,86,HUL,1,0
475273,354193,82343,25,Bajaj,1,0
1200437,266889,70837,88,Maruti,1,0
185593,314471,319697,48,Reliance,0,1
675797,322552,102044,5,HDFC,1,0
179740,261860,259832,54,SBI,0,1
667906,324381,275395,76,ICICI,1,0
1656704,278008,125467,59,Infosys,1,0
1374314,205242,119792,12,Bajaj,1,0
325338,83455,14744,61,Infosys,1,0
927557,369455,329847,77,Bajaj,1,0
996437,87012,314926,62,Infosys,1,0
1553078,121032,264592,80,TCS,1,0
1396814,282798,444728,4,Bajaj,1,0
1564787,239336,247311,95,SBI,1,0
380475,155353,95660,80,TCS,1,0
979344,461208,146300,88,Maruti,1,0
1949660,10573,128628,47,TCS,1,0
1413487,476941,329395,12,ICICI,1,0
296196,177049,325612,85,Wipro,0,1
445486,220539,379016,96,HDFC,1,0
865820,225181,172369,100,Bajaj,1,0
524048,53836,390129,87,SBI,1,0
1392778,112778,83788,66,SBI,1,0
688436,469839,123453,46,Infosys,1,0
1520033,309505,292494,41,Reliance,1,0
1121491,480931,360347,23,Maruti,1,0
796863,108555,453753,45,TCS,1,0
1999007,422477,450595,47,Wipro,1,0
1725338,143953,355262,6,TCS,1,0
1163238,119042,355174,75,ICICI,1,0
160721,18201,151399,90,Wipro,1,0
810311,117475,374615,76,Maruti,1,0
810674,294697,325252,86,Reliance,1,0
25579,394729,383997,83,Infosys,0,1
223722,433360,90059,92,Reliance,0,1
1979509,488020,179696,53,Infosys,1,0
325074,414558,89005,58,SBI,0,1
898689,204938,147769,25,Infosys,1,0
1817085,46800,493824,22,Infosys,1,0
849454,492444,206807,49,SBI,1,0
1927337,34946,26976,19,TCS,1,0
1493320,235591,72615,5,HUL,1,0
1830424,468639,259498,24,Maruti,1,0
1667246,21954,385784,17,Maruti,1,0
1470887,37663,190880,59,Maruti,1,0
970218,307922,445155,3,ICICI,1,0
1397779,180038,243254,48,TCS,1,0
825415,165718,420308,55,Infosys,1,0
1626028,411562,492099,92,TCS,1,0
331517,8799,293145,67,Maruti,1,0
1986212,244520,411975,59,ICICI,1,0
1301394,266575,97264,45,Reliance,1,0
327621,237037,298983,15,Reliance,1,0
1056278,72262,218260,59,Maruti,1,0
421202,474228,455808,92,Reliance,0,1
1774302,49748,311986,49,HDFC,1,0
269584,362163,426031,56,TCS,0,1
1808911,215892,285878,9,ICICI,1,0
334352,405391,270548,29,Bajaj,0,1
247181,477817,492604,65,HUL,0,1
576567,472033,445351,86,ICICI,1,0
511472,288794,176061,2,SBI,1,0
103938,54327,232865,33,Wipro,0,1
789978,427941,48244,27,Bajaj,1,0
617586,51983,262766,50,Reliance,1,0
242580,279316,239719,30,Maruti,0,1
1411906,238244,151344,21,Maruti,1,0
525404,235804,408524,73,Infosys,1,0
1502736,465369,437774,4,Maruti,1,0
1523229,211228,463160,7,HUL,1,0
301465,386869,322520,37,Infosys,0,1
661928,83976,128246,32,ICICI,1,0
609561,283601,344517,8,HUL,1,0
1885433,128722,129037,82,HUL,1,0
1290094,420517,379226,7,SBI,1,0
1058320,342656,356769,38,HUL,1,0
871016,118637,15050,59,Reliance,1,0
1983823,211962,219071,33,Maruti,1,0
973937,260193,466435,70,Bajaj,1,0
922494,330737,214657,63,Infosys,1,0
595780,383652,224932,75,Infosys,1,0
1065978,481833,219115,49,TCS,1,0
25110,391146,191783,84,Infosys,0,1
578842,94307,424938,9,Wipro,1,0
1149609,220361,432661,64,Wipro,1,0
294680,423238,315889,25,Maruti,0,1
273453,324795,195492,85,Wipro,0,1
246772,331098,67572,83,TCS,0,1
727686,247522,306289,68,SBI,1,0
1982074,475700,249102,75,Wipro,1,0
1031026,140281,326834,93,ICICI,1,0
132784,312157,10073,15,Reliance,0,1
1813810,432274,54320,41,Wipro,1,0
1528413,311698,140613,97,Bajaj,1,0
1204446,68303,205894,48,Infosys,1,0
918844,344164,436866,71,TCS,1,0
168058,168760,115797,38,Maruti,0,1
205704,490880,107272,40,Infosys,0,1
1117613,360869,8689,70,Maruti,1,0
412946,411290,414210,86,Infosys,0,1
153606,420046,478308,45,Bajaj,0,1
345422,442830,368527,56,Maruti,0,1
885483,368830,373908,3,Bajaj,1,0
1620163,11634,195023,78,ICICI,1,0
1811355,308063,415570,32,Reliance,1,0
1072905,276660,273969,94,Maruti,1,0
1725360,22532,114006,85,Infosys,1,0
456149,230163,279383,87,Infosys,1,0
1154806,341375,10772,68,Maruti,1,0
62298,403554,122791,15,HDFC,0,1
721128,130003,340593,44,HDFC,1,0
1667189,495148,425243,47,SBI,1,0
831669,421225,30235,33,SBI,1,0
1989393,435529,411217,39,Infosys,1,0
867768,381768,83013,99,Wipro,1,0
161177,64572,306696,7,ICICI,0,1
107226,43017,465716,88,Infosys,0,1
34106,438692,361249,9,HDFC,0,1
1706141,100126,121115,36,SBI,1,0
1688100,256153,119992,98,Infosys,1,0
643200,458793,470900,40,ICICI,1,0
1243349,187914,153504,69,HUL,1,0
1815679,411580,233219,8,TCS,1,0
1357692,373259,447778,86,Wipro,1,0
1190473,316297,47360,27,Bajaj,1,0
1605034,451193,121609,50,SBI,1,0
642367,76130,210579,72,HUL,1,0
844902,109354,427469,8,Wipro,1,0
221010,143714,29240,44,SBI,1,0
770009,89590,260288,43,ICICI,1,0
327321,336053,443504,29,Reliance,0,1
1193269,241411,195618,8,TCS,1,0
644416,25286,116956,59,Maruti,1,0
1141714,255448,17973,93,Infosys,1,0
1267175,341492,61415,38,SBI,1,0
555750,187380,420049,97,Bajaj,1,0
12723,81855,309439,28,Infosys,0,1
769095,478966,112178,31,Infosys,1,0
222746,34669,467115,97,ICICI,0,1
691872,252155,95509,41,ICICI,1,0
651484,377784,319093,47,Bajaj,1,0
1517842,295509,276817,42,ICICI,1,0
753035,108194,110179,88,Bajaj,1,0
424616,300981,366995,11,HUL,1,0
1042350,354877,47870,89,Reliance,1,0
1644465,326476,298452,3,Bajaj,1,0
606244,484696,449749,50,Bajaj,1,0
715503,162421,92453,72,Maruti,1,0
1603077,233839,484692,78,Maruti,1,0
1164356,446489,370827,87,Reliance,1,0
759360,464190,383964,32,HDFC,1,0
75456,262215,418573,16,Maruti,0,1
386233,250457,232563,2,TCS,1,0
1345905,257268,343193,46,ICICI,1,0
1097508,35973,111855,74,HDFC,1,0
1855566,455072,365136,24,TCS,1,0
1535225,336320,313822,73,Wipro,1,0
159911,422463,464936,26,Infosys,0,1
89808,29952,362624,74,SBI,0,1
1780835,342227,450116,28,TCS,1,0
61903,456035,310495,91,SBI,0,1
1994811,447082,423799,12,Infosys,1,0
1577515,425935,63387,93,HDFC,1,0
24122,444993,185264,56,ICICI,0,1
232333,301563,126564,10,Bajaj,0,1
1907881,240025,401126,49,Wipro,1,0
1351044,269248,22480,13,ICICI,1,0
177725,495019,199495,65,Maruti,0,1
90453,394366,462381,82,TCS,0,1
410698,416308,105160,47,Maruti,0,1
1369779,440286,40955,51,TCS,1,0
1930003,247596,101703,59,Maruti,1,0
155152,461262,407650,40,Wipro,0,1
1745023,30184,79547,85,HUL,1,0
574782,42037,291727,79,SBI,1,0
1006205,409888,402388,65,Bajaj,1,0
616338,167204,460549,2,Maruti,1,0
1274723,227594,498114,85,HDFC,1,0
775357,117301,139134,85,SBI,1,0
743138,201888,242450,1,Maruti,1,0
866140,180646,406339,42,HUL,1,0
373036,155904,49468,47,Wipro,1,0
1180862,257905,294328,5,ICICI,1,0
813943,480100,468288,19,ICICI,1,0
1636266,302005,389687,22,Maruti,1,0
1785852,284476,489691,21,TCS,1,0
1425024,316705,363506,10,HDFC,1,0
1516683,397560,348222,71,SBI,1,0
1039741,112669,458328,16,Maruti,1,0
370936,265401,126168,30,ICICI,1,0
1571092,364580,299477,79,ICICI,1,0
1614630,41249,448843,38,Maruti,1,0
1052758,43581,212667,96,ICICI,1,0
1685318,4984,248471,21,HDFC,1,0
47112,189926,180428,31,HDFC,0,1
1701505,42216,289037,2,Maruti,1,0
1055141,328461,360579,11,Infosys,1,0
495920,355474,97024,1,ICICI,1,0
728437,105160,449721,65,ICICI,1,0
1494670,493002,214303,72,HDFC,1,0
1834759,261181,83555,58,Bajaj,1,0
168584,448262,286901,26,Bajaj,0,1
737449,202869,44705,22,Bajaj,1,0
974744,360928,62791,30,Infosys,1,0
1039861,162473,476184,92,HDFC,1,0
1558594,208957,235770,64,Infosys,1,0
1196036,414139,94714,29,Infosys,1,0
340257,384969,349368,15,Infosys,0,1
1012676,57218,59751,13,Infosys,1,0
504570,402713,36010,87,Reliance,1,0
1285707,75199,172136,68,Wipro,1,0
520738,308110,385589,10,Wipro,1,0
1014869,163230,3098,47,Infosys,1,0
1309734,254214,315300,35,ICICI,1,0
711947,164830,365980,26,SBI,1,0
209925,315665,436765,17,Bajaj,0,1
42052,273194,180438,3,Wipro,0,1
465640,447260,113864,29,Wipro,1,0
1455722,214264,146044,99,ICICI,1,0
1235811,214899,40419,67,SBI,1,0
316989,332821,317466,9,HUL,0,1
1411040,409881,465090,9,HUL,1,0
1197145,12442,122590,4,Bajaj,1,0
1371106,191064,389532,29,HDFC,1,0
46301,136651,22771,75,TCS,0,1
633008,448966,115549,60,Maruti,1,0
584386,430848,257769,11,Reliance,1,0
1069567,198454,47780,49,HDFC,1,0
1979016,32419,33023,41,SBI,1,0
679235,210392,257914,6,Reliance,1,0
232166,475772,479772,82,SBI,0,1
523030,384705,315254,96,HDFC,1,0
1654915,162700,203242,99,ICICI,1,0
1451184,430128,226746,49,Bajaj,1,0
1823740,20258,295823,33,Infosys,1,0
1627628,248734,130856,52,ICICI,1,0
1240282,165871,447974,91,Bajaj,1,0
1149560,341514,475375,27,Maruti,1,0
1927930,8245,319350,81,Maruti,1,0
1555149,68137,428761,74,ICICI,1,0
308384,459557,354190,85,ICICI,0,1
1788415,23669,380841,32,ICICI,1,0
245972,438717,130138,100,HDFC,0,1
1759933,41066,230785,83,HDFC,1,0
1813348,365743,332600,92,Wipro,1,0
1201127,117770,496349,70,Reliance,1,0
18090,397089,3604,68,Reliance,0,1
104056,103303,53199,70,HUL,1,0
648435,261690,221369,98,ICICI,1,0
1278920,282273,87053,56,HDFC,1,0
1040478,214416,315481,21,Reliance,1,0
596768,360617,377854,63,Infosys,1,0
229052,135692,354046,34,HUL,0,1
243911,465448,59348,95,SBI,0,1
1000340,95960,38193,83,Bajaj,1,0
1693623,163741,323187,31,Reliance,1,0
1676708,252647,429171,31,Maruti,1,0
800180,91786,280173,79,HDFC,1,0
1669944,229036,348376,91,SBI,1,0
1657054,367220,346508,29,Infosys,1,0
1875792,437347,86145,70,HUL,1,0
1579087,294387,293903,66,Maruti,1,0
572581,181590,456926,4,Wipro,1,0
1889686,43735,361564,61,SBI,1,0
1276986,342033,219000,27,Maruti,1,0
979851,50451,62537,64,Maruti,1,0
1438420,422326,198580,97,Maruti,1,0
709159,30272,234273,9,Reliance,1,0
712597,393890,443820,99,TCS,1,0
472728,499045,324147,81,HUL,0,1
490731,458419,208110,37,TCS,1,0
1239951,458652,110062,59,TCS,1,0
625629,369802,133809,29,TCS,1,0
998607,341999,263407,37,SBI,1,0
1413662,278871,369557,60,HUL,1,0
1950807,146175,240676,46,HUL,1,0
1058523,124596,206533,31,HDFC,1,0
1727899,339604,379898,92,ICICI,1,0
1646363,351222,236399,58,HDFC,1,0
1946810,148674,27204,19,Maruti,1,0
127598,135054,46253,56,Wipro,0,1
614240,5523,200641,68,HUL,1,0
117305,264529,167387,27,Bajaj,0,1
1251907,328580,279255,17,TCS,1,0
474172,41473,494613,42,ICICI,0,1
1493071,93062,194624,81,SBI,1,0
668132,364897,27961,50,HUL,1,0
1724790,378411,425060,11,HDFC,1,0
232889,233675,338616,45,Infosys,0,1
28564,342713,256006,100,HUL,0,1
786662,455537,341985,8,Reliance,1,0
899905,155509,112794,63,Wipro,1,0
504182,217941,154280,64,HDFC,1,0
1011834,141981,378022,22,SBI,1,0
1736553,470554,135359,7,HUL,1,0
314157,328950,223466,13,Maruti,0,1
772728,60281,249162,89,TCS,1,0
1551257,206137,251175,27,HDFC,1,0
97008,493478,227043,93,Bajaj,0,1
1256720,32936,188806,83,Maruti,1,0
1275436,198662,82693,13,ICICI,1,0
1087256,408382,366738,53,Bajaj,1,0
1444649,280997,486648,19,HUL,1,0
281660,496082,460716,34,TCS,0,1
1899485,446877,257629,16,Wipro,1,0
1200727,328054,156802,5,ICICI,1,0
544842,211303,363011,77,SBI,1,0
1397782,5149,130714,75,Reliance,1,0
628347,78938,188657,27,SBI,1,0
837777,304840,313854,59,SBI,1,0
898407,397477,340790,10,Wipro,1,0
1159962,351544,282041,32,Reliance,1,0
369223,221140,344647,33,TCS,1,0
854677,107708,52056,67,HDFC,1,0
1210818,232142,76883,9,HDFC,1,0
463010,387374,463378,81,SBI,0,1
1950822,110256,190885,53,Maruti,1,0
687609,250780,207135,95,HUL,1,0
1305516,168029,341627,62,TCS,1,0
245441,286359,213916,82,Bajaj,0,1
53706,167095,143001,26,HDFC,0,1
669825,379426,451457,30,Infosys,1,0
589537,197537,362100,65,ICICI,1,0
61415,167424,54297,76,Wipro,0,1
1021172,139968,34588,60,HDFC,1,0
618686,164148,135686,13,HUL,1,0
710132,426524,452837,66,HUL,1,0
1844804,106470,354924,96,Maruti,1,0
923843,444964,431101,3,Reliance,1,0
1871474,205161,165753,62,Wipro,1,0
862837,82168,84658,30,Wipro,1,0
1597925,132303,448703,2,HDFC,1,0
318578,334993,95087,8,HUL,0,1
1923936,144615,161070,5,Maruti,1,0
1238727,61969,339487,83,Infosys,1,0
1988467,73309,130018,74,TCS,1,0
787446,153938,209009,10,TCS,1,0
1182528,291444,438921,32,Infosys,1,0
1341809,172663,431572,61,Maruti,1,0
287759,141862,11841,45,Wipro,1,0
514732,106566,40605,25,TCS,1,0
582055,227976,151145,10,Wipro,1,0
1412538,462547,257317,49,Maruti,1,0
1673250,313914,295811,87,Infosys,1,0
1229322,281199,344535,88,HDFC,1,0
472776,393947,408397,2,TCS,1,0
1238082,280467,374952,88,HDFC,1,0
1891091,190868,79569,74,TCS,1,0
1876875,105058,75515,92,HUL,1,0
684477,240246,437164,55,SBI,1,0
499753,107970,102701,33,Wipro,1,0
98222,132039,275603,95,HUL,0,1
847041,154078,487464,76,Wipro,1,0
666909,473185,217980,37,TCS,1,0
489143,381261,173831,37,Bajaj,1,0
1191721,141886,123387,36,HUL,1,0
521282,288044,289671,38,Infosys,1,0
547173,469481,12579,94,HDFC,1,0
551774,97945,1851,10,Reliance,1,0
497733,63337,365173,35,HDFC,1,0
1969337,56340,354143,71,ICICI,1,0
1088318,167501,215908,3,SBI,1,0
1101645,65112,372565,10,SBI,1,0
1428383,435544,310918,47,Maruti,1,0
834531,203887,497500,71,ICICI,1,0
1800312,454590,263511,24,Reliance,1,0
1542728,409272,335537,41,Maruti,1,0
745532,330965,398990,95,Infosys,1,0
60520,206497,59432,22,Infosys,0,1
1108766,281114,446369,41,Maruti,1,0
947833,488162,491962,7,TCS,1,0
191939,129403,416518,40,Infosys,0,1
982231,303354,414887,31,TCS,1,0
1317664,267895,334385,74,Maruti,1,0
251710,335493,443519,45,HDFC,0,1
854271,397818,81734,42,HUL,1,0
1571717,464612,187222,35,Infosys,1,0
1730766,435061,167636,62,TCS,1,0
991000,132894,122150,7,Maruti,1,0
377371,430119,35250,44,HUL,0,1
584966,175648,411424,89,SBI,1,0
889956,322750,400255,88,HDFC,1,0
1011250,154301,444546,11,TCS,1,0
